data_id,mid,display,correct_mid,done_by
gerente desarrollo sistemas,systems development manager,gerente desarrollo sistemas,,
jefe desarrollo sistemas,systems development manager,jefe desarrollo sistemas,,
responsable desarrollo sistemas,systems development manager,responsable desarrollo sistemas,,
ingeniero de sistemas,systems engineer,ingeniero de sistemas,,
agente integral de sistemas,systems integrator,agente integral de sistemas,,
integrador de sistemas,systems integrator,integrador de sistemas,,
jefe de sistemas,systems manager,jefe de sistemas,,
operador de sistemas,systems operator,operador de sistemas,,
operador sistemas redes,systems operator,operador sistemas redes,,
programador de sistemas,systems programmer,programador de sistemas,,
jefe de proyecto de sistemas,systems project manager,jefe de proyecto de sistemas,,
tecnico sistemas proyecto,systems project manager,técnico sistemas proyecto,,
soporte tecnico sistemas,systems support,soporte técnico sistemas,,
ingeniero soporte sistemas,systems support engineer,ingeniero soporte sistemas,,
administrador sistemas tecnico,systems technician,administrador sistemas técnico,,
tecnico de sistemas,systems technician,técnico de sistemas,,
tecnico de sistemas / analista programador,systems technician,técnico de sistemas / analista programador,,
tecnico de sistemas y soporte,systems technician,técnico de sistemas y soporte,,
tecnico mantenimiento sistemas,systems technician,técnico mantenimiento sistemas,,
tecnico mantenimiento sistemas seguridad,systems technician,técnico mantenimiento sistemas seguridad,,
ingeniero pruebas sistemas,systems test engineer,ingeniero pruebas sistemas,,
administrativo fiscal contable,tax accountant,administrativo fiscal contable,,
asesor fiscal contable laboral,tax accountant,asesor fiscal contable laboral,,
contable asesor fiscal,tax accountant,contable asesor fiscal,,
contable fiscal,tax accountant,contable fiscal,,
abogado asesor fiscal,tax advisor,abogado asesor fiscal,,
asesor de campana declaracion de la renta,tax advisor,asesor de campaña declaración de la renta,,
asesor fiscal tributario,tax advisor,asesor fiscal tributario,,
asesor laboral fiscal,tax advisor,asesor laboral fiscal,,
confeccionador declaraciones renta,tax advisor,confeccionador declaraciones renta,,
gestor campana declaracion de la renta,tax advisor,gestor campaña declaración de la renta,,
asesor fiscal,tax consultant,asesor fiscal,,
consultor asesor fiscal,tax consultant,consultor asesor fiscal,,
consultor fiscal,tax consultant,consultor fiscal,,
gestor impuestos,tax manager,gestor impuestos,,
gestor tributario,tax manager,gestor tributario,,
responsable contable fiscal,tax manager,responsable contable fiscal,,
responsable fiscal,tax manager,responsable fiscal,,
taxista,taxi driver,taxista,,
docente,teacher,docente,,
docente completo,teacher,docente completo,,
docente titular,teacher,docente titular,,
docente turismo,teacher,docente turismo,,
profesor,teacher,profesor,,
profesor orientador,teacher,profesor orientador,,
responsable docente,teacher,responsable docente,,
asistente de profesorado,teacher assistant,asistente de profesorado,,
diplomado en ciencias empresariales,teacher business studies,diplomado en ciencias empresariales,,
consultor docente,teacher consultant,consultor docente,,
profesor administrador,teacher coordinator,profesor administrador,,
profesor coordinador,teacher coordinator,profesor coordinador,,
maestro educador,teacher educator,maestro educador,,
pedagoga formador,teacher educator,pedagoga formador,,
profesor educador,teacher educator,profesor educador,,
profesor ingles monitor libre,teacher english drama,profesor ingles monitor libre,,
instructor docente,teacher instructor,instructor docente,,
profesor gestor,teacher manager,profesor gestor,,
personal investigador docente,teacher researcher,personal investigador docente,,
formador docentes,teacher trainer,formador docentes,,
docente certificado profesionalidad docencia formacion empleo,teacher training,docente certificado profesionalidad docencia formación empleo,,
profesor traductor,teacher translator,profesor traductor,,
docente tutor,teacher tutor,docente tutor,,
profesor tutor,teacher tutor,profesor tutor,,
funcionaria docente,teaching,funcionaria docente,,
ayudante profesordo,teaching assistant,ayudante profesorado,,
coloborador docente,teaching assistant,colaborador docente,,
analista programador jefe equipo,team analyst,analista programador jefe equipo,,
coordinador de equipo,team coordinator,coordinador de equipo,,
coordinador equipo atencion,team coordinator,coordinador equipo atención,,
coordinador equipo trabajo,team coordinator,coordinador equipo trabajo,,
coordinador equipos trabajo,team coordinator,coordinador equipos trabajo,,
coordinador jefe equipo,team coordinator,coordinador jefe equipo,,
jefe de equipo,team leader,jefe de equipo,,
jefe equipo atencion,team leader,jefe equipo atención,,
jefe equipo topografia,team leader,jefe equipo topografía,,
oficial primera jefe de equipo,team leader,oficial primera jefe de equipo,,
responsable de equipo,team leader,responsable de equipo,,
responsable de equipos,team leader,responsable de equipos,,
responsable equipo desarrollo,team leader development,responsable equipo desarrollo,,
jefe area mantenimiento,team leader maintenance,jefe área mantenimiento,,
jefe servicios mantenimiento,team leader maintenance,jefe servicios mantenimiento,,
jefe mantenimiento produccion,team leader production,jefe mantenimiento producción,,
gestor de equipo,team manager,gestor de equipo,,
jefe equipo analista programador,team manager,jefe equipo analista programador,,
jefe equipo fidelizacion,team manager,jefe equipo fidelización,,
jefe equipo oficial,team officer,jefe equipo oficial,,
supervisor equipo,team supervisor,supervisor equipo,,
asesormiento tecnico,technical,asesoramiento técnico,,
administrador tecnico,technical administrator,administrador técnico,,
administrador tecnico informatico,technical administrator,administrador técnico informático,,
administrativo departamento tecnico,technical administrator,administrativo departamento técnico,,
tecnico administracion,technical administrator,técnico administración,,
tecnico administrativo hh,technical administrator,técnico administrativo rrhh,,
tecnico oficial administrativo,technical administrator,técnico oficial administrativo,,
tenico administrativo,technical administrator,técnico administrativo,,
asesor tecnico calidad,technical adviser,asesor técnico calidad,,
asesor tecnico,technical advisor,asesor técnico,,
asesor tecnico telecomunicaciones,technical advisor,asesor técnico telecomunicaciones,,
arquitecto tecnico,technical architect,arquitecto técnico,,
arquitecto tecnico administrativo,technical architect,arquitecto técnico administrativo,,
arquitecto tecnico proyectista,technical architect,arquitecto técnico proyectista,,
tecnico asistencia viaje,technical assistance,técnico asistencia viaje,,
auxiliar tecnico calidad,technical assistant,auxiliar técnico calidad,,
ayudante tecnico medio ambiente,technical assistant,ayudante técnico medio ambiente,,
tecnico negocio,technical business analyst,técnico negocio,,
consultor tecnico,technical consultant,consultor técnico,,
consultor tecnico comunicaciones,technical consultant,consultor técnico comunicaciones,,
consultor tecnico medio ambiente,technical consultant,consultor técnico medio ambiente,,
consultor tecnico seleccion,technical consultant,consultor técnico selección,,
consultor tecnico telecomunicaciones,technical consultant,consultor técnico telecomunicaciones,,
tecnico consultor medio ambiente,technical consultant,técnico consultor medio ambiente,,
arquitecto tecnico coordinador seguridad,technical coordinator,arquitecto técnico coordinador seguridad,,
coordinador dpto tecnico,technical coordinator,coordinador dpto. técnico,,
coordinador servicios tecnicos,technical coordinator,coordinador servicios técnicos,,
coordinador tecnico,technical coordinator,coordinador técnico,,
coordinador tecnico de mantenimiento,technical coordinator,coordinador técnico de mantenimiento,,
coordinador tecnico proyecto,technical coordinator,coordinador técnico proyecto,,
