mid,data_id
vice president accounts,vicepresidente consejo administracion
vice president internal audit,enfermero interna residente
vice president operations,vicepresidente operaciones
vice principal,subdirector
video editor,editor de video
video editor,editor videos
video editor,realizador editor video
video editor,redactor videos
video producer,productor video
video technician,tecnico superiror de imagen
videographer editor,editor video realizador
violin teacher,profesor violin lenguaje musical
violinist,violinista
visiting assistant professor,profesor universitario asistente
visiting professor,profesor visitante
voice actor,actor de doblaje
voice actor,actor voz
voice-over artist,doblador
volleyball coach,entrenador voleibol
voluntary worker,voluntario
volunteer,cooperante
volunteer assistant,asistente voluntario
volunteer coordinator,coordinador voluntario
waiter,barman encargado
waiter,camarero
waiter,camarero / responsable de sala
waiter,camarero auxiliar cocina
waiter,camarero cocinero
waiter,camarero de sala
waiter,camarero parcial
waiter,camarero restaurante
waiter,mozo
waiter supervisor,camarero supervisor
warehouse administrator,administrativo almacen
warehouse administrator,administrativo almacenero
warehouse administrator,administrativo responsable almacen
warehouse administrator,auxiliar administrativo almacen
warehouse administrator,auxiliar administrativo encargado almacen
warehouse administrator,encargado almacen administrativo
warehouse administrator,responsable administracion almacen
warehouse administrator,responsable almacen administrativo
warehouse assistant,asistente de almacen
warehouse assistant,auxiliar de almacen
warehouse assistant,ayudante de almacen
warehouse assistant,mozo almacen auxiliar administrativo
warehouse coordinator,coordinador almacen
warehouse coordinator,responsable almacen atencion
warehouse distribution manager,encargado almacen reparto
warehouse employee,almacenero
warehouse employee,empleada almacen
warehouse logistics,responsable almacen logistico
warehouse manager,adjunto jefe almacen
warehouse manager,administrativo / jefe de almacen
warehouse manager,director almacen
warehouse manager,encargado almacen repartidor
warehouse manager,encargado de almacen
warehouse manager,gestor almacen
warehouse manager,gestor almacenes
warehouse manager,jefe de almacen
warehouse manager,jefe de almacenes
warehouse manager,reponsable almacen
warehouse manager,responsable almacen tienda
warehouse manager,responsable almacenamiento
warehouse manager,responsable de almacen
warehouse manager,responsable de bodega
warehouse manager,responsable gestion almacen
warehouse manager,responsable tienda almacen
warehouse worker,almacenista
warehouse worker,mozo descarga
warehouse worker,operario almacen
warehouse worker,trabajador de almacen
warehouseman,peon de almacen
watchmaker,relojero
water technician,tecnico tratamiento agua
water technician,tecnico tratamiento aguas
water technician,tecnico tratamientos agua
wealth advisor,asesor patrimonial
wealth management consultant,consultor sistemas gestion calidad
wealth manager,gestor patrimonial
web administrator,administrador web
web analyst,analista web
web application developer,desarrollador aplicaciones moviles web
web application developer,desarrollador aplicaciones web
web application developer,desarrollador aplicaciones web moviles
web consultant,consultor web
web content editor,editor de contenidos web
web content editor,redactor contenido web
web content editor,redactor contenidos web
web content manager,contenido web
web content manager,gestor contenido web
web content manager,gestor contenidos web
web content manager,gestor de contenidos web
web content manager,redactor gestor contenidos web
web content manager,responsable contenido web
web content manager,responsable contenidos web
web coordinator,coordinador web
web designer,creativo web
web designer developer,desarrollador disenador web
web designer developer,disenador y desarrollador web
web developer,administrador sistemas programador web
web developer,desarrolador web
web developer,desarrollador de paginas web
web developer,desarrollador paginas web
web developer,desarrollador programador web
web developer,desarrollador web
web developer,desarrollador web movil
web developer,desarrollador web programador
web developer,desarrollador web seo
web developer,desarrollador web webmaster
web developer,desarrolladora web
web developer consultant,consultor desarrollador web
web developer designer,maquetador desarrollador web
web development,desarrollo mantenimiento web
web development,desarrollo paginas web
web development,desarrollo web multimedia
web development,responsable desarrollo web
web editor,editor web
web editor,redactor web
web engineer,ingeniero web
web graphic designer,desarrollador web disenador grafico
web manager,gestor web
web manager,jefe web
web programmer,analista programador funcional
web programmer,programador web
web programmer,programador web seo
web software developer,desarrollador software web
website administrator,administrador contenidos web
website developer,desarrollador de sitios web
website editor,redactor jefe web
welder,oficial primera soldadura
welder,oficial soldador montador
welder,oficial soldadura
welder,soldador
welder,soldador calderero
welder,soldador oficial primera
welder fitter,soldador montador
welding inspector,inspector de soldadura
welding inspector,soldadura
welding manager,encargado soldadura
wind turbine technician,tecnico mantenimiento aerogeneradores
wind turbine technician,tecnico puesta marcha aerogeneradores
work assistant,auxiliar laboral
